run,gate,time,speed,group_start,group_end,group
2,1+2,0.13,0.54,2,8,All Runs
2,3+4,0.15,0.49,2,8,All Runs
3,1+2,0.13,0.56,2,8,All Runs
3,3+4,0.15,0.48,2,8,All Runs
4,1+2,0.13,0.56,2,8,All Runs
4,3+4,0.15,0.48,2,8,All Runs
5,1+2,0.13,0.55,2,8,All Runs
5,3+4,0.16,0.44,2,8,All Runs
6,1+2,0.14,0.52,2,8,All Runs
6,3+4,0.21,0.33,2,8,All Runs
7,1+2,0.13,0.53,2,8,All Runs
7,3+4,0.18,0.39,2,8,All Runs
8,1+2,0.13,0.55,2,8,All Runs
8,3+4,0.17,0.41,2,8,All Runs
