"Time (s) Run #1","Force (N) Run #1","Acceleration - x (m/s²) Run #1","Acceleration - y (m/s²) Run #1","Acceleration - z (m/s²) Run #1","Acceleration - resultant (m/s²) Run #1","Angular Velocity - x (rad/s) Run #1","Angular Velocity - y (rad/s) Run #1","Angular Velocity - z (rad/s) Run #1"
17.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
17.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.250,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
17.450,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
17.500,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
17.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
17.650,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.700,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
17.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
17.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
17.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.000,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.050,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
18.200,0.03,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
18.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
18.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
18.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
18.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
18.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
19.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
19.050,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
19.100,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
19.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
19.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
19.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
19.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
19.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
19.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
19.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
20.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
20.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
20.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
20.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.650,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
20.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
20.900,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
20.950,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
21.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
21.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
21.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
21.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
21.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
21.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
21.300,0.01,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
21.350,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
21.400,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
21.450,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
21.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
21.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
21.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
21.650,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
21.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
21.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
21.800,0.05,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
21.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
21.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
21.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
22.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
22.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
22.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
22.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
22.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.550,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
22.600,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
22.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
22.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.750,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
22.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
22.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
22.950,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.000,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
23.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.250,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
23.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.450,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
23.500,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
23.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
23.650,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
23.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
23.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
23.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
24.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
24.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.250,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.300,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
24.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
24.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
24.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
24.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.750,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
24.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
24.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.000,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
25.050,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
25.150,0.03,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
25.200,0.02,9.8,-0.1,0.0,9.8,-1.2E-4,0.0,-6.1E-4
25.250,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
25.300,0.04,9.9,0.0,0.0,9.9,0.0,0.0,6.1E-4
25.350,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
25.400,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
25.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.700,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.750,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
25.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
25.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
26.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
26.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
26.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.200,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
26.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
26.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
26.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
26.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
26.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.650,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.700,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
26.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
26.850,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
26.900,0.04,9.8,0.0,0.0,9.8,0.0,0.0,0.0
26.950,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
27.000,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
27.050,0.04,9.8,0.0,0.0,9.8,0.0,0.0,0.0
27.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
27.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
27.200,0.04,9.9,0.0,0.1,9.9,0.0,0.0,-6.1E-4
27.250,0.04,9.8,-0.2,0.0,9.8,0.0,0.0,0.0
27.300,0.03,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
27.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
27.400,0.04,9.9,0.0,0.0,9.9,0.0,0.0,-6.1E-4
27.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
27.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
27.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
27.600,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
27.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
27.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
27.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
27.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
27.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
27.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
27.950,0.03,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
28.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
28.050,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
28.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
28.150,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
28.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
28.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
28.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
28.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
28.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
28.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
28.500,0.04,9.8,0.0,0.0,9.8,0.0,0.0,0.0
28.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
28.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
28.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
28.700,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
28.750,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
28.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
28.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
28.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
28.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
29.000,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
29.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
29.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
29.150,0.03,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
29.200,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
29.250,0.04,9.8,-0.2,0.0,9.8,0.0,0.0,-6.1E-4
29.300,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
29.350,0.04,9.8,0.0,0.0,9.8,-1.2E-4,0.0,6.1E-4
29.400,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
29.450,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
29.500,0.03,9.8,0.0,0.0,9.8,0.0,0.0,0.0
29.550,0.03,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
29.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
29.650,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
29.700,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
29.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
29.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
29.850,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
29.900,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
29.950,0.04,9.8,0.0,0.0,9.8,0.0,0.0,0.0
30.000,0.04,9.8,-0.2,0.0,9.8,-1.2E-4,0.0,0.0
30.050,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
30.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
30.150,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
30.200,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
30.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
30.300,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
30.350,0.04,9.9,0.0,0.1,9.9,0.0,0.0,0.0
30.400,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
30.450,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
30.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
30.550,0.02,9.9,1.9E-4,0.0,9.9,0.0,0.0,-6.1E-4
30.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
30.650,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
30.700,0.05,9.9,0.0,0.0,9.9,0.0,0.0,-6.1E-4
30.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
30.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
30.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
30.900,0.03,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
30.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.000,0.04,9.8,-0.1,0.0,9.8,-1.2E-4,0.0,-6.1E-4
31.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.100,0.04,9.9,0.0,0.1,9.9,-1.2E-4,0.0,6.1E-4
31.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.200,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.300,0.05,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
31.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
31.400,0.03,9.9,0.0,0.0,9.9,0.0,0.0,-6.1E-4
31.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.600,0.04,9.9,0.0,0.0,9.9,0.0,0.0,-6.1E-4
31.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.700,0.03,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
31.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
31.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
31.900,0.03,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
31.950,0.04,9.9,-0.1,0.0,9.9,0.0,0.0,0.0
32.000,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
32.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
32.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
32.150,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
32.200,0.03,9.8,-0.1,0.1,9.8,0.0,0.0,-6.1E-4
32.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
32.300,0.04,9.9,1.9E-4,0.0,9.9,0.0,0.0,-6.1E-4
32.350,0.04,9.8,-0.2,0.0,9.8,0.0,0.0,-6.1E-4
32.400,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
32.450,0.05,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
32.500,0.04,9.8,-0.1,0.1,9.8,0.0,0.0,-6.1E-4
32.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
32.600,0.04,9.9,0.0,0.0,9.9,0.0,0.0,0.0
32.650,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
32.700,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
32.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
32.800,0.05,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
32.850,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
32.900,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
32.950,0.06,9.9,-0.1,0.0,9.9,0.0,0.0,-6.1E-4
33.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
33.050,0.03,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
33.100,0.04,9.8,-0.1,0.0,9.8,-1.2E-4,0.0,0.0
33.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
33.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
33.250,0.05,9.8,0.0,0.1,9.8,0.0,0.0,-6.1E-4
33.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
33.350,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
33.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
33.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
33.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
33.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
33.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
33.650,0.05,9.9,0.0,0.1,9.9,0.0,0.0,0.0
33.700,0.04,9.8,-0.2,0.0,9.8,0.0,0.0,0.0
33.750,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
33.800,0.04,9.8,0.0,0.1,9.8,0.0,0.0,0.0
33.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
33.900,0.05,9.9,-0.1,0.0,9.9,0.0,0.0,0.0
33.950,0.06,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
34.000,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
34.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
34.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
34.150,0.04,9.8,-0.2,0.0,9.8,0.0,0.0,0.0
34.200,0.05,9.8,0.1,0.0,9.8,0.0,0.0,0.0
34.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
34.300,0.05,9.9,-0.1,0.0,9.9,0.0,0.0,-6.1E-4
34.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
