"Time (s) Run #1","Force (N) Run #1","Acceleration - x (m/s²) Run #1","Acceleration - y (m/s²) Run #1","Acceleration - z (m/s²) Run #1","Acceleration - resultant (m/s²) Run #1","Angular Velocity - x (rad/s) Run #1","Angular Velocity - y (rad/s) Run #1","Angular Velocity - z (rad/s) Run #1"
34.400,0.05,9.9,0.0,0.0,9.9,0.0,0.0,6.1E-4
34.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
34.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
34.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
34.600,0.05,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
34.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
34.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
34.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
34.800,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
34.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
34.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
34.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
35.000,0.05,9.9,0.0,0.0,9.9,0.0,0.0,6.1E-4
35.050,0.06,9.8,-0.1,0.0,9.8,-1.2E-4,0.0,0.0
35.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
35.150,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
35.200,0.05,9.9,0.0,0.0,9.9,-1.2E-4,0.0,6.1E-4
35.250,0.05,9.8,-0.2,0.0,9.8,0.0,0.0,-6.1E-4
35.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
35.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
35.400,0.06,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
35.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
35.500,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
35.550,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
35.600,0.06,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
35.650,0.06,9.9,-0.1,0.0,9.9,0.0,0.0,-6.1E-4
35.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
35.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
35.800,0.05,9.9,1.9E-4,0.1,9.9,0.0,0.0,-6.1E-4
35.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
35.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
35.950,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
36.000,0.04,9.8,0.0,0.0,9.8,0.0,0.0,0.0
36.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
36.100,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
36.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
36.200,0.06,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
36.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
36.300,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
36.350,0.06,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
36.400,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
36.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
36.500,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
36.550,0.05,9.9,0.0,0.1,9.9,0.0,0.0,0.0
36.600,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
36.650,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
36.700,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
36.750,0.06,9.9,0.0,0.0,9.9,0.0,0.0,0.0
36.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
36.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
36.900,0.04,9.8,0.0,0.0,9.8,0.0,0.0,0.0
36.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
37.100,0.05,9.8,0.0,0.0,9.8,0.0,0.0,0.0
37.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
37.250,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
37.300,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
37.350,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
37.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
37.500,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
37.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
37.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.700,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
37.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
37.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
37.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
38.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
38.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
38.100,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
38.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.200,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
38.250,0.01,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
38.300,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.450,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
38.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.700,0.04,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
38.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
38.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
38.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
39.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
39.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
39.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
39.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
39.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
39.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
39.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
39.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
39.850,0.05,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
39.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
39.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
40.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.300,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
40.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
40.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
40.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
40.600,0.05,9.8,0.0,0.0,9.8,0.0,0.0,6.1E-4
40.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
40.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
40.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
40.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.000,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.050,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
41.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.300,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.350,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
41.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.450,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.500,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
41.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
41.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.700,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
41.750,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.850,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
41.900,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
41.950,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
42.000,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
42.050,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
42.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
42.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
42.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
42.350,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.400,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.450,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.500,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
42.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
42.950,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
43.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.050,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
43.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
43.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
43.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
43.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
43.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
43.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
43.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.750,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
43.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
43.900,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
43.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
44.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
44.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
44.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
44.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
44.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
44.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.600,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
44.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
44.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
45.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
45.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
45.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
45.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
45.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
45.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.000,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
46.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
46.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
46.250,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.550,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
46.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
46.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
47.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
47.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.250,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
47.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
47.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
47.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
47.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
47.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
47.900,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
47.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
48.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
48.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
48.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
48.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
48.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
48.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
48.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
48.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
48.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
48.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
49.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
49.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
49.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
49.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.450,0.04,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
49.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
49.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
49.700,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
49.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
49.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
50.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
50.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
50.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.450,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
50.500,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
50.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
50.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
51.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.400,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
51.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
51.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
51.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
51.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
